;roomType;roomPrice;roomURL;hostType;rating;countReviews;;Kitchen;Smoking allowed;Pool;Laundry room;Dryer;WiFi;Ethernet connection;TV;Pets Allowed;Patio;Crib;Bedroom 2;Baby bath;Unavailable: Lock on bedroom door;Sauna;Refrigerator;Waterfront;View;Long term stays allowed;Breakfast;Bedroom;Lock on bedroom door;High Chair;Lit path to the guest entrance;HDTV;Elevator;Accessible;Security Cameras;Bathroom;Smoke Alarm;EV Charger;Parking;Fire pit;Microwave;Washer;Luggage Dropoff Allowed;Air Conditioning;Hot Tub;Bathtub;Carbon Monoxide Alarm
52;Microcasa;363.0;https://www.airbnb.com/rooms/669042383198522911?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_C16Y1FIxSyhT4pOf&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;4.99;145;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;Cabana;289.0;https://www.airbnb.com/rooms/979844027219082272?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_%2BrtA09peJemAS%2FiY&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;5.0;25;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1
54;Condomínio;184.0;https://www.airbnb.com/rooms/760248061116745659?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_jtGOtm1RbtzG0xfL&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;4.98;64;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
55;Quarto;84.0;https://www.airbnb.com/rooms/787521962913426126?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1703799554&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_%2BKe0IFwArJeZC%2Bbl&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;no_class;4.45;88;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
56;Microcasa;188.0;https://www.airbnb.com/rooms/1049421940671174375?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_9m3wum7x%2F8N%2Fxb4p&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;5.0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57;Apartamento;440.0;https://www.airbnb.com/rooms/45952652?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_nC1dJQkYAyt9ciZG&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;4.99;189;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;Cabana;833.0;https://www.airbnb.com/rooms/598628746137539798?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_%2BjHtjwqXgoM9b%2FpU&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;4.97;177;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0
59;Cabana;742.0;https://www.airbnb.com/rooms/51060995?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_YJD5qaFMczGYmTB%2F&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;4.93;105;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0
60;Loft;268.0;https://www.airbnb.com/rooms/928740992348483522?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_Sl6ozwGe4J6ExHZN&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;4.97;36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;Microcasa;236.0;https://www.airbnb.com/rooms/983878883690505177?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_IpPhybDmxMWjULq0&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;superhost;4.59;27;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1
62;Casa;399.0;https://www.airbnb.com/rooms/1041409376132847771?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_XGdCntbr201%2BohbC&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;5.0;7;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
63;Casa;118.0;https://www.airbnb.com/rooms/672521204985558271?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_QnrmjDZ40H86SDpu&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;no_class;4.73;113;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
64;Pousada;107.0;https://www.airbnb.com/rooms/674670432946081972?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_pv%2F6qw%2BUkksYvMoX&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;no_class;4.71;97;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
65;Apartamento;83.0;https://www.airbnb.com/rooms/788635063806707320?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_b%2FnuOY8qwiVJOay%2F&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;no_class;4.51;68;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1
66;Cabana;1.0;https://www.airbnb.com/rooms/1019010498906308892?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_1xGToe6GjXAQZ%2B3z&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;5.0;7;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1
67;Cabana;599.0;https://www.airbnb.com/rooms/927475917867026886?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_ldcVmMNtPgotakXl&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;4.98;43;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1
68;Cabana;1.0;https://www.airbnb.com/rooms/998296203011578203?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234500_Syqd9kYlkt61saLK&previous_page_section_name=1000&federated_search_id=3f838113-6f9e-4bf7-9e3c-7b8571a87d3d;preferido;5.0;14;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1
69;Chalé;422.0;https://www.airbnb.com/rooms/608500309978984143?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234515_RW8O3MiUvjC14Q%2BL&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.92;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
70;Casa;494.0;https://www.airbnb.com/rooms/14705543?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234515_QKUWlg8SWnMG%2B6Vu&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.94;320;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;Casa;451.0;https://www.airbnb.com/rooms/47213704?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234515_gTwif5EwshK5xENj&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.86;43;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
72;Quarto;89.0;https://www.airbnb.com/rooms/793682866509185628?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1555983406&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234515_r%2B1oS8eqTBEfX8cW&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;no_class;4.72;78;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
73;Quarto;84.0;https://www.airbnb.com/rooms/792188008157291203?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1554629144&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234515_80ECgEqU%2BuZCvkF8&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;no_class;4.62;68;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1
74;Casa;390.0;https://www.airbnb.com/rooms/752229620305968516?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234515_VAyMNxNQl%2FrMhulz&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;superhost;4.89;9;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1
75;Chalé;344.0;https://www.airbnb.com/rooms/1085437905265574395?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_2u7wWKiJogRcoOpB&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;5.0;7;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
76;Quarto;301.0;https://www.airbnb.com/rooms/1042165513676514575?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1805901867&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_PJum2Y1cRH7OAH%2Bp&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.95;22;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1
77;Hotel;340.0;https://www.airbnb.com/rooms/25536799?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_v1ohrIvEzPgNf81l&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.84;253;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;Chalé;288.0;https://www.airbnb.com/rooms/9694699?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_EWVVFq0x9ivLvi7g&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;superhost;4.83;201;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;Quarto;263.0;https://www.airbnb.com/rooms/30589846?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_dse6s%2FCLLzSbhy3v&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.92;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;Loft;296.0;https://www.airbnb.com/rooms/937553176717393459?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_ffZF3PVIVlvuIeP1&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.92;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;Casa;107.0;https://www.airbnb.com/rooms/662422880030199000?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_YIz%2F0XCCSv1B5whA&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;no_class;4.72;87;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
82;Casa;103.0;https://www.airbnb.com/rooms/587533631197116278?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_CUxE9Zv%2FUQcsAHA1&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;no_class;4.67;36;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1
83;Apartamento;464.0;https://www.airbnb.com/rooms/698682363469354020?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_jtpd4%2FpmNErayANr&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.96;67;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0
84;Apartamento;473.0;https://www.airbnb.com/rooms/708044270512668885?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_isKxULHHp0j7uiqP&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;5.0;38;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;Apartamento;418.0;https://www.airbnb.com/rooms/51174539?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234516_j3uyJ6UxwscBsDut&previous_page_section_name=1000&federated_search_id=f955a543-bcb0-450c-ab6b-3eaa1d59d11e;preferido;4.99;123;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1
86;Quarto;405.0;https://www.airbnb.com/rooms/1002271876400333576?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1815862584&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_UmtUqu2Xo5rio%2B94&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;5.0;12;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
87;Chalé;315.0;https://www.airbnb.com/rooms/43729019?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_JMhaw2lEv32VFGAe&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.98;250;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
88;Chalé;376.0;https://www.airbnb.com/rooms/963251766039671965?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_J6XDjA%2BeI8zUl5z3&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.96;23;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
89;Casa;347.0;https://www.airbnb.com/rooms/1095718979286328456?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_DP6aRiVpFKdPdHeA&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;5.0;7;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1
90;Chalé;782.0;https://www.airbnb.com/rooms/52765740?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_VEMuZWHd2dXzIUy4&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.98;138;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
91;Contêiner;635.0;https://www.airbnb.com/rooms/841982003323294404?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_VLu%2BFGKU1n%2BEPqCv&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.94;34;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;Casa;171.0;https://www.airbnb.com/rooms/25514262?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_z2QTWMHxbKBWBePK&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.84;110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;Cabana;863.0;https://www.airbnb.com/rooms/1106061290940736358?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_v2B6y37vtBC3K5Ik&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;5.0;18;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;1
94;Casa;451.0;https://www.airbnb.com/rooms/46877833?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_AQMdV0Z3TcOqzTjd&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.94;50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;Quarto;228.0;https://www.airbnb.com/rooms/37055618?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_JxrDXWY6hCjM%2F0Vn&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.94;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;Condomínio;425.0;https://www.airbnb.com/rooms/33738269?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_Hevd125CQVzIGVKE&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;5.0;191;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0
97;Apartamento;354.0;https://www.airbnb.com/rooms/33676557?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_%2Boq%2FQ7Y23mmr55S5&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.99;135;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1
98;Cabana;259.0;https://www.airbnb.com/rooms/1040007843063961694?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_jQCehfFE1CpUvx0V&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;5.0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
99;Casa;108.0;https://www.airbnb.com/rooms/662415435387797691?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_5SKUx8GLo4JAMxXG&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;no_class;4.63;126;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
100;Loft;268.0;https://www.airbnb.com/rooms/930459813632793272?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_OrmmBK0MRozcZHmS&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.95;22;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
101;Cabana;742.0;https://www.airbnb.com/rooms/754400054660775951?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_o8nOaf63VAb97v75&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;4.97;112;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0
102;Microcasa;232.0;https://www.airbnb.com/rooms/951422463559836427?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234531_Ngn45KMRe2I9it6P&previous_page_section_name=1000&federated_search_id=32e108b6-c897-4e91-9e8e-2a1d7fe065f5;preferido;5.0;13;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1
103;Cabana;638.0;https://www.airbnb.com/rooms/671028345575587448?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234548_MERMKRnhWbFkJM6A&previous_page_section_name=1000&federated_search_id=98808864-10c7-4948-9aa0-c9bf5a2dac3b;preferido;4.92;60;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1
104;Cabana;256.0;https://www.airbnb.com/rooms/895060438204815468?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234548_JQq%2FXUCcMT2FtY7B&previous_page_section_name=1000&federated_search_id=98808864-10c7-4948-9aa0-c9bf5a2dac3b;preferido;4.80;30;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
105;Cabana;514.0;https://www.airbnb.com/rooms/547769003838278802?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234548_gXI0GsyTg9CKJupq&previous_page_section_name=1000&federated_search_id=98808864-10c7-4948-9aa0-c9bf5a2dac3b;preferido;5.0;22;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
106;Hotel;340.0;https://www.airbnb.com/rooms/25779857?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234548_lWbpd6F2U3A3i0Gs&previous_page_section_name=1000&federated_search_id=98808864-10c7-4948-9aa0-c9bf5a2dac3b;preferido;4.87;231;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0
